panelid,panelwave,year,id,wt_pooled,wt_pooled_insc,wt_no_pooling,wt_no_pooling_insc,wt_shrunken,wt_shrunken_insc
20062629,3,2010,6739,1.616492,1.515816,1.578716,1.47707,1.614147,1.51027
20062632,1,2006,2632,.5883048,.5639771,.5669518,.5608847,.5856119,.564766
20062632,2,2008,3890,.5883048,.5639771,.5669518,.5608847,.5856119,.564766
20062632,3,2010,6740,.5883048,.5639771,.5669518,.5608847,.5856119,.564766
20062633,1,2006,2633,.5671722,.5346774,.526804,.504194,.55989,.5287269
20062633,2,2008,3891,.5671722,.5346774,.526804,.504194,.55989,.5287269
20062633,3,2010,6741,.5671722,.5346774,.526804,.504194,.55989,.5287269
20062636,1,2006,2636,.9875039,.9856836,.9023439,.9203845,.9723486,.9740692
20062636,2,2008,3892,.9875039,.9856836,.9023439,.9203845,.9723486,.9740692
20062636,3,2010,6742,.9875039,.9856836,.9023439,.9203845,.9723486,.9740692
20062637,1,2006,2637,.7507199,.660473,.7059929,.6467886,.7436597,.6594192
20062637,2,2008,3893,.7507199,.660473,.7059929,.6467886,.7436597,.6594192
20062637,3,2010,6743,.7507199,.660473,.7059929,.6467886,.7436597,.6594192
20062641,1,2006,2641,1.021696,1.021244,.9499755,.9718813,1.009873,1.013238
20062641,2,2008,3894,1.021696,1.021244,.9499755,.9718813,1.009873,1.013238
20062641,3,2010,6744,1.021696,1.021244,.9499755,.9718813,1.009873,1.013238
20062643,1,2006,2643,.5861755,.5593917,.5708379,.5576564,.5849754,.5605249
20062643,2,2008,3895,.5861755,.5593917,.5708379,.5576564,.5849754,.5605249
20062643,3,2010,6745,.5861755,.5593917,.5708379,.5576564,.5849754,.5605249
20062645,1,2006,2645,1.19332,1.126489,1.055765,1.037066,1.16587,1.109365
20062645,2,2008,3896,1.19332,1.126489,1.055765,1.037066,1.16587,1.109365
20062645,3,2010,6746,1.19332,1.126489,1.055765,1.037066,1.16587,1.109365
20062649,1,2006,2649,1.618129,1.559587,1.48049,1.453867,1.592132,1.538415
20062649,2,2008,3897,1.618129,1.559587,1.48049,1.453867,1.592132,1.538415
20062649,3,2010,6747,1.618129,1.559587,1.48049,1.453867,1.592132,1.538415
20062651,1,2006,2651,1.034496,1.038133,.9607719,.9917577,1.021906,1.030716
20062651,2,2008,3899,1.034496,1.038133,.9607719,.9917577,1.021906,1.030716
20062651,3,2010,6748,1.034496,1.038133,.9607719,.9917577,1.021906,1.030716
20062653,1,2006,2653,3.106059,2.963796,3.041143,3.079317,3.102677,2.998892
20062653,2,2008,3900,3.106059,2.963796,3.041143,3.079317,3.102677,2.998892
20062653,3,2010,6749,3.106059,2.963796,3.041143,3.079317,3.102677,2.998892
20062656,1,2006,2656,1.313827,1.274841,1.401787,1.37125,1.338939,1.299831
20062656,2,2008,3901,1.313827,1.274841,1.401787,1.37125,1.338939,1.299831
20062656,3,2010,6750,1.313827,1.274841,1.401787,1.37125,1.338939,1.299831
20062658,1,2006,2658,.9940243,.9795365,.8954687,.8956576,.9753564,.9630549
20062658,2,2008,3902,.9940243,.9795365,.8954687,.8956576,.9753564,.9630549
20062658,3,2010,6751,.9940243,.9795365,.8954687,.8956576,.9753564,.9630549
20062671,1,2006,2671,1.588735,1.33214,1.582718,1.395655,1.593715,1.351054
20062671,2,2008,3903,1.588735,1.33214,1.582718,1.395655,1.593715,1.351054
20062671,3,2010,6752,1.588735,1.33214,1.582718,1.395655,1.593715,1.351054
20062672,1,2006,2672,1.45679,1.428211,1.407762,1.374894,1.450662,1.418323
20062672,2,2008,3904,1.45679,1.428211,1.407762,1.374894,1.450662,1.418323
20062672,3,2010,6753,1.45679,1.428211,1.407762,1.374894,1.450662,1.418323
20062674,1,2006,2674,1.012825,.9749243,.9956368,.9688809,1.012832,.9760441
20062674,2,2008,3905,1.012825,.9749243,.9956368,.9688809,1.012832,.9760441
20062674,3,2010,6754,1.012825,.9749243,.9956368,.9688809,1.012832,.9760441
20062677,1,2006,2677,.9609303,.9536271,.912807,.9174095,.9539043,.9479763
20062677,2,2008,3906,.9609303,.9536271,.912807,.9174095,.9539043,.9479763
20062677,3,2010,6755,.9609303,.9536271,.912807,.9174095,.9539043,.9479763
20062678,1,2006,2678,2.411046,2.374404,2.158161,2.171886,2.354281,2.327673
20062678,2,2008,3907,2.411046,2.374404,2.158161,2.171886,2.354281,2.327673
20062678,3,2010,6756,2.411046,2.374404,2.158161,2.171886,2.354281,2.327673
20062683,1,2006,2683,.6528335,.6096143,.6394478,.6113665,.6520732,.6115777
20062683,2,2008,3908,.6528335,.6096143,.6394478,.6113665,.6520732,.6115777
20062683,3,2010,6757,.6528335,.6096143,.6394478,.6113665,.6520732,.6115777
20062684,1,2006,2684,1.148162,1.082113,.9874595,.9530608,1.109934,1.051127
20062684,2,2008,3909,1.148162,1.082113,.9874595,.9530608,1.109934,1.051127
20062684,3,2010,6758,1.148162,1.082113,.9874595,.9530608,1.109934,1.051127
20062685,1,2006,2685,2.151407,2.168777,2.022496,2.06903,2.129555,2.150855
20062685,2,2008,3910,2.151407,2.168777,2.022496,2.06903,2.129555,2.150855
20062685,3,2010,6759,2.151407,2.168777,2.022496,2.06903,2.129555,2.150855
20062705,1,2006,2705,.587279,.5479209,.7026176,.6408435,.6157352,.5701973
20062705,2,2008,3913,.587279,.5479209,.7026176,.6408435,.6157352,.5701973
20062705,3,2010,6760,.587279,.5479209,.7026176,.6408435,.6157352,.5701973
20062709,1,2006,2709,2.617145,2.649594,2.692182,2.769591,2.645554,2.684837
20062709,2,2008,3915,2.617145,2.649594,2.692182,2.769591,2.645554,2.684837
20062709,3,2010,6761,2.617145,2.649594,2.692182,2.769591,2.645554,2.684837
20062711,1,2006,2711,1.451071,1.307086,1.181481,1.111846,1.390348,1.266294
20062711,2,2008,3916,1.451071,1.307086,1.181481,1.111846,1.390348,1.266294
20062711,3,2010,6762,1.451071,1.307086,1.181481,1.111846,1.390348,1.266294
20062712,1,2006,2712,3.595018,3.3335,3.094835,2.925265,3.472478,3.239802
20062712,2,2008,3917,3.595018,3.3335,3.094835,2.925265,3.472478,3.239802
20062712,3,2010,6763,3.595018,3.3335,3.094835,2.925265,3.472478,3.239802
20062716,1,2006,2716,2.514435,2.238996,2.874018,2.597044,2.613729,2.332735
20062716,2,2008,3918,2.514435,2.238996,2.874018,2.597044,2.613729,2.332735
20062716,3,2010,6764,2.514435,2.238996,2.874018,2.597044,2.613729,2.332735
20062717,1,2006,2717,.8965459,.8644382,.9296917,.9028099,.9081649,.8759313
20062717,2,2008,3919,.8965459,.8644382,.9296917,.9028099,.9081649,.8759313
20062717,3,2010,6765,.8965459,.8644382,.9296917,.9028099,.9081649,.8759313
20062719,1,2006,2719,3.523578,3.327284,2.795019,2.659538,3.336581,3.162829
20062719,2,2008,3920,3.523578,3.327284,2.795019,2.659538,3.336581,3.162829
20062719,3,2010,6766,3.523578,3.327284,2.795019,2.659538,3.336581,3.162829
20062720,1,2006,2720,.9408731,.9323261,1.008959,.9949961,.9604483,.9494474
20062720,2,2008,3921,.9408731,.9323261,1.008959,.9949961,.9604483,.9494474
20062720,3,2010,6767,.9408731,.9323261,1.008959,.9949961,.9604483,.9494474
20062722,1,2006,2722,2.624911,2.405708,2.485371,2.404948,2.603175,2.412726
20062722,2,2008,3922,2.624911,2.405708,2.485371,2.404948,2.603175,2.412726
20062722,3,2010,6768,2.624911,2.405708,2.485371,2.404948,2.603175,2.412726
20062727,1,2006,2727,1.950099,1.827804,1.755381,1.676329,1.904737,1.794849
20062727,2,2008,3923,1.950099,1.827804,1.755381,1.676329,1.904737,1.794849
20062727,3,2010,6769,1.950099,1.827804,1.755381,1.676329,1.904737,1.794849
20062739,1,2006,2739,.6120463,.5750415,.7717198,.673151,.6496462,.5986168
20062739,2,2008,3924,.6120463,.5750415,.7717198,.673151,.6496462,.5986168
20062739,3,2010,6770,.6120463,.5750415,.7717198,.673151,.6496462,.5986168
20062743,1,2006,2743,4.823692,4.624395,5.158995,5.385756,4.92374,4.80818
20062743,2,2008,3925,4.823692,4.624395,5.158995,5.385756,4.92374,4.80818
20062743,3,2010,6771,4.823692,4.624395,5.158995,5.385756,4.92374,4.80818
20062748,1,2006,2748,.47475,.4463337,.5056644,.4739523,.4836663,.4538509
20062748,2,2008,3926,.47475,.4463337,.5056644,.4739523,.4836663,.4538509
20062748,3,2010,6772,.47475,.4463337,.5056644,.4739523,.4836663,.4538509
20062749,1,2006,2749,1.47144,1.361965,1.238504,1.184692,1.412813,1.320126
20062749,2,2008,3927,1.47144,1.361965,1.238504,1.184692,1.412813,1.320126
20062749,3,2010,6773,1.47144,1.361965,1.238504,1.184692,1.412813,1.320126
20062750,1,2006,2750,.9561285,.9343066,1.040312,1.019435,.9794568,.9563831
20062750,2,2008,3928,.9561285,.9343066,1.040312,1.019435,.9794568,.9563831
20062750,3,2010,6774,.9561285,.9343066,1.040312,1.019435,.9794568,.9563831
20062754,1,2006,2754,1.410811,1.349059,1.144608,1.110498,1.341148,1.290022
20062754,2,2008,3929,1.410811,1.349059,1.144608,1.110498,1.341148,1.290022
20062754,3,2010,6775,1.410811,1.349059,1.144608,1.110498,1.341148,1.290022
20062755,1,2006,2755,.6753995,.6248497,.5967676,.5423476,.6490177,.5963274
20062755,2,2008,3930,.6753995,.6248497,.5967676,.5423476,.6490177,.5963274
20062755,3,2010,6776,.6753995,.6248497,.5967676,.5423476,.6490177,.5963274
20062760,1,2006,2760,2.438512,2.397319,2.126318,2.103368,2.328359,2.29102
20062760,2,2008,3933,2.438512,2.397319,2.126318,2.103368,2.328359,2.29102
20062760,3,2010,6777,2.438512,2.397319,2.126318,2.103368,2.328359,2.29102
20062769,1,2006,2769,1.364771,1.322786,1.143347,1.110394,1.278427,1.239663
20062769,2,2008,3934,1.364771,1.322786,1.143347,1.110394,1.278427,1.239663
20062769,3,2010,6778,1.364771,1.322786,1.143347,1.110394,1.278427,1.239663
20062770,1,2006,2770,.8511714,.8088698,.7542829,.6988532,.8181072,.7697681
20062770,2,2008,3935,.8511714,.8088698,.7542829,.6988532,.8181072,.7697681
20062770,3,2010,6779,.8511714,.8088698,.7542829,.6988532,.8181072,.7697681
20062772,1,2006,2772,1.991536,1.865853,1.642723,1.573654,1.877149,1.76885
20062772,2,2008,3936,1.991536,1.865853,1.642723,1.573654,1.877149,1.76885
20062772,3,2010,6780,1.991536,1.865853,1.642723,1.573654,1.877149,1.76885
20062787,1,2006,2787,1.818179,1.804031,1.775562,1.767845,1.814584,1.799341
20062787,2,2008,3937,1.818179,1.804031,1.775562,1.767845,1.814584,1.799341
20062787,3,2010,6781,1.818179,1.804031,1.775562,1.767845,1.814584,1.799341
20062789,1,2006,2789,.7461652,.6772919,.737879,.6339489,.7439814,.6611952
20062789,2,2008,3938,.7461652,.6772919,.737879,.6339489,.7439814,.6611952
20062789,3,2010,6782,.7461652,.6772919,.737879,.6339489,.7439814,.6611952
20062790,1,2006,2790,1.327201,1.224133,1.35185,1.176285,1.337503,1.208053
20062790,2,2008,3939,1.327201,1.224133,1.35185,1.176285,1.337503,1.208053
20062790,3,2010,6783,1.327201,1.224133,1.35185,1.176285,1.337503,1.208053
20062793,1,2006,2793,1.101327,1.091093,.9827126,.9607031,1.058322,1.041959
20062793,2,2008,3941,1.101327,1.091093,.9827126,.9607031,1.058322,1.041959
20062793,3,2010,6784,1.101327,1.091093,.9827126,.9607031,1.058322,1.041959
20062795,1,2006,2795,.8276182,.6659197,.8351959,.6357112,.8313875,.6554021
20062795,2,2008,3942,.8276182,.6659197,.8351959,.6357112,.8313875,.6554021
20062795,3,2010,6785,.8276182,.6659197,.8351959,.6357112,.8313875,.6554021
20062796,1,2006,2796,1.999487,2.027211,1.788385,1.784731,1.925177,1.938207
20062796,2,2008,3943,1.999487,2.027211,1.788385,1.784731,1.925177,1.938207
20062796,3,2010,6786,1.999487,2.027211,1.788385,1.784731,1.925177,1.938207
20062797,1,2006,2797,1.428035,1.384611,1.037414,.992855,1.288392,1.245457
20062797,2,2008,3944,1.428035,1.384611,1.037414,.992855,1.288392,1.245457
20062797,3,2010,6787,1.428035,1.384611,1.037414,.992855,1.288392,1.245457
20062798,1,2006,2798,1.130226,.838231,1.149352,.7570631,1.13837,.8089617
20062798,2,2008,3945,1.130226,.838231,1.149352,.7570631,1.13837,.8089617
20062798,3,2010,6788,1.130226,.838231,1.149352,.7570631,1.13837,.8089617
20062800,1,2006,2800,1.85576,1.767279,1.759341,1.68778,1.821661,1.737216
20062800,2,2008,3947,1.85576,1.767279,1.759341,1.68778,1.821661,1.737216
20062800,3,2010,6789,1.85576,1.767279,1.759341,1.68778,1.821661,1.737216
20062803,1,2006,2803,1.298798,1.249592,1.186944,1.117531,1.256041,1.197327
20062803,2,2008,3948,1.298798,1.249592,1.186944,1.117531,1.256041,1.197327
20062803,3,2010,6790,1.298798,1.249592,1.186944,1.117531,1.256041,1.197327
20062809,1,2006,2809,1.703197,1.338994,1.404881,1.072963,1.595833,1.241311
20062809,2,2008,3949,1.703197,1.338994,1.404881,1.072963,1.595833,1.241311
20062809,3,2010,6791,1.703197,1.338994,1.404881,1.072963,1.595833,1.241311
20062810,1,2006,2810,1.341815,1.20331,1.149752,1.035285,1.275747,1.144267
20062810,2,2008,3950,1.341815,1.20331,1.149752,1.035285,1.275747,1.144267
20062810,3,2010,6792,1.341815,1.20331,1.149752,1.035285,1.275747,1.144267
20062823,1,2006,2823,.5474797,.5360166,.6253361,.6145036,.5678164,.5565837
20062823,2,2008,3951,.5474797,.5360166,.6253361,.6145036,.5678164,.5565837
20062823,3,2010,6793,.5474797,.5360166,.6253361,.6145036,.5678164,.5565837
20062824,1,2006,2824,.8837962,.8771247,.8452146,.8354964,.8764659,.8677111
20062824,2,2008,3952,.8837962,.8771247,.8452146,.8354964,.8764659,.8677111
20062824,3,2010,6794,.8837962,.8771247,.8452146,.8354964,.8764659,.8677111
20062826,1,2006,2826,.5130991,.4987401,.6442927,.6198475,.543233,.5280439
20062826,2,2008,3953,.5130991,.4987401,.6442927,.6198475,.543233,.5280439
20062826,3,2010,6795,.5130991,.4987401,.6442927,.6198475,.543233,.5280439
20062828,1,2006,2828,1.516082,1.520741,1.635496,1.589843,1.552289,1.54189
20062828,2,2008,3954,1.516082,1.520741,1.635496,1.589843,1.552289,1.54189
20062828,3,2010,6796,1.516082,1.520741,1.635496,1.589843,1.552289,1.54189
20062829,1,2006,2829,2.019006,1.991386,1.988383,1.939881,2.017667,1.981271
20062829,2,2008,3955,2.019006,1.991386,1.988383,1.939881,2.017667,1.981271
20062829,3,2010,6797,2.019006,1.991386,1.988383,1.939881,2.017667,1.981271
20062832,1,2006,2832,1.481335,1.414283,1.594679,1.462281,1.516228,1.42964
20062832,2,2008,3958,1.481335,1.414283,1.594679,1.462281,1.516228,1.42964
20062832,3,2010,6798,1.481335,1.414283,1.594679,1.462281,1.516228,1.42964
20062845,1,2006,2845,1.934962,1.939658,1.867057,1.875624,1.923099,1.925642
20062845,2,2008,3959,1.934962,1.939658,1.867057,1.875624,1.923099,1.925642
20062845,3,2010,6799,1.934962,1.939658,1.867057,1.875624,1.923099,1.925642
20062847,1,2006,2847,2.52939,2.356774,2.2946,2.290301,2.476105,2.34629
20062847,2,2008,3961,2.52939,2.356774,2.2946,2.290301,2.476105,2.34629
20062847,3,2010,6800,2.52939,2.356774,2.2946,2.290301,2.476105,2.34629
20062853,1,2006,2853,1.165993,1.195634,1.131349,1.135637,1.15433,1.172821
20062853,2,2008,3964,1.165993,1.195634,1.131349,1.135637,1.15433,1.172821
20062853,3,2010,6801,1.165993,1.195634,1.131349,1.135637,1.15433,1.172821
20062855,1,2006,2855,.9250866,.8953391,.988026,.9256763,.9436681,.9049078
20062855,2,2008,3965,.9250866,.8953391,.988026,.9256763,.9436681,.9049078
20062855,3,2010,6802,.9250866,.8953391,.988026,.9256763,.9436681,.9049078
20062856,1,2006,2856,1.924316,1.971919,1.83045,1.821115,1.908714,1.938397
20062856,2,2008,3966,1.924316,1.971919,1.83045,1.821115,1.908714,1.938397
20062856,3,2010,6803,1.924316,1.971919,1.83045,1.821115,1.908714,1.938397
20062859,1,2006,2859,1.032871,.9986702,.9777247,.951221,1.022163,.9881084
20062859,2,2008,3967,1.032871,.9986702,.9777247,.951221,1.022163,.9881084
20062859,3,2010,6804,1.032871,.9986702,.9777247,.951221,1.022163,.9881084
20062861,1,2006,2861,.6428562,.5977269,.6816317,.6193594,.6548699,.6044778
20062861,2,2008,3968,.6428562,.5977269,.6816317,.6193594,.6548699,.6044778
20062861,3,2010,6805,.6428562,.5977269,.6816317,.6193594,.6548699,.6044778
20062866,1,2006,2866,2.88474,2.934551,2.908953,2.918469,2.900353,2.934298
20062866,2,2008,3970,2.88474,2.934551,2.908953,2.918469,2.900353,2.934298
20062866,3,2010,6806,2.88474,2.934551,2.908953,2.918469,2.900353,2.934298
20062868,1,2006,2868,.7057944,.6669953,.7755031,.7158244,.7255006,.6806436
20062868,2,2008,3971,.7057944,.6669953,.7755031,.7158244,.7255006,.6806436
20062868,3,2010,6807,.7057944,.6669953,.7755031,.7158244,.7255006,.6806436
20062869,1,2006,2869,.4488701,.4407108,.5254154,.4983265,.4674965,.4546959
20062869,2,2008,3972,.4488701,.4407108,.5254154,.4983265,.4674965,.4546959
20062869,3,2010,6808,.4488701,.4407108,.5254154,.4983265,.4674965,.4546959
20062873,1,2006,2873,.6537021,.6139616,.6981992,.6297381,.6661752,.6193734
20062873,2,2008,3973,.6537021,.6139616,.6981992,.6297381,.6661752,.6193734
20062873,3,2010,6809,.6537021,.6139616,.6981992,.6297381,.6661752,.6193734
20062875,1,2006,2875,1.049026,1.001037,1.047805,.9936816,1.05298,1.001754
20062875,2,2008,3974,1.049026,1.001037,1.047805,.9936816,1.05298,1.001754
20062875,3,2010,6810,1.049026,1.001037,1.047805,.9936816,1.05298,1.001754
20062876,1,2006,2876,.5527851,.5253021,.5605308,.5266181,.5567578,.5267087
20062876,2,2008,3975,.5527851,.5253021,.5605308,.5266181,.5567578,.5267087
20062876,3,2010,6811,.5527851,.5253021,.5605308,.5266181,.5567578,.5267087
20062877,1,2006,2877,.9799635,.8936883,.883911,.8125481,.9585398,.8745609
20062877,2,2008,3976,.9799635,.8936883,.883911,.8125481,.9585398,.8745609
20062877,3,2010,6812,.9799635,.8936883,.883911,.8125481,.9585398,.8745609
20062878,1,2006,2878,1.190199,1.105734,1.491275,1.303372,1.261068,1.153371
20062878,2,2008,3977,1.190199,1.105734,1.491275,1.303372,1.261068,1.153371
20062878,3,2010,6813,1.190199,1.105734,1.491275,1.303372,1.261068,1.153371
20062879,1,2006,2879,.9204373,.6707266,1.265337,.7547277,.9955692,.6929005
20062879,2,2008,3978,.9204373,.6707266,1.265337,.7547277,.9955692,.6929005
20062879,3,2010,6814,.9204373,.6707266,1.265337,.7547277,.9955692,.6929005
20062886,1,2006,2886,.9279245,.9191149,1.02911,.9874611,.9577788,.9390801
20062886,2,2008,3979,.9279245,.9191149,1.02911,.9874611,.9577788,.9390801
20062886,3,2010,6815,.9279245,.9191149,1.02911,.9874611,.9577788,.9390801
20062893,1,2006,2893,.9707124,.9288653,1.057894,.9928886,.9961041,.9469673
20062893,2,2008,3982,.9707124,.9288653,1.057894,.9928886,.9961041,.9469673
20062893,3,2010,6816,.9707124,.9288653,1.057894,.9928886,.9961041,.9469673
20062895,1,2006,2895,2.204346,2.119152,2.506527,2.385416,2.28456,2.188177
20062895,2,2008,3983,2.204346,2.119152,2.506527,2.385416,2.28456,2.188177
20062895,3,2010,6817,2.204346,2.119152,2.506527,2.385416,2.28456,2.188177
20062898,1,2006,2898,.897533,.871348,.9671159,.9281749,.9180099,.8874367
20062898,2,2008,3984,.897533,.871348,.9671159,.9281749,.9180099,.8874367
20062898,3,2010,6818,.897533,.871348,.9671159,.9281749,.9180099,.8874367
20062912,1,2006,2912,1.248919,1.161028,1.499353,1.426618,1.306624,1.222174
20062912,2,2008,3985,1.248919,1.161028,1.499353,1.426618,1.306624,1.222174
20062912,3,2010,6819,1.248919,1.161028,1.499353,1.426618,1.306624,1.222174
20062913,1,2006,2913,1.012686,.9961001,1.061414,1.033892,1.028486,1.007743
20062913,2,2008,3986,1.012686,.9961001,1.061414,1.033892,1.028486,1.007743
20062913,3,2010,6820,1.012686,.9961001,1.061414,1.033892,1.028486,1.007743
20062915,1,2006,2915,1.089028,1.027774,1.150218,1.074186,1.107513,1.041353
20062915,2,2008,3987,1.089028,1.027774,1.150218,1.074186,1.107513,1.041353
20062915,3,2010,6821,1.089028,1.027774,1.150218,1.074186,1.107513,1.041353
20062916,1,2006,2916,.9419807,.906179,1.017446,.9723695,.96449,.9248754
20062916,2,2008,3988,.9419807,.906179,1.017446,.9723695,.96449,.9248754
20062916,3,2010,6822,.9419807,.906179,1.017446,.9723695,.96449,.9248754
20062917,1,2006,2917,2.392811,2.352652,2.776162,2.675359,2.488109,2.432425
20062917,2,2008,3989,2.392811,2.352652,2.776162,2.675359,2.488109,2.432425
20062917,3,2010,6823,2.392811,2.352652,2.776162,2.675359,2.488109,2.432425
20062919,1,2006,2919,.9048346,.8774878,.9311868,.8986946,.914826,.8847503
20062919,2,2008,3990,.9048346,.8774878,.9311868,.8986946,.914826,.8847503
20062919,3,2010,6824,.9048346,.8774878,.9311868,.8986946,.914826,.8847503
20062920,1,2006,2920,2.592986,2.389372,5.604982,5.199811,2.991505,2.776792
20062920,2,2008,3991,2.592986,2.389372,5.604982,5.199811,2.991505,2.776792
20062920,3,2010,6825,2.592986,2.389372,5.604982,5.199811,2.991505,2.776792
20062924,1,2006,2924,.5878633,.5481687,.6461008,.5835066,.6046211,.5582452
20062924,2,2008,3992,.5878633,.5481687,.6461008,.5835066,.6046211,.5582452
20062924,3,2010,6826,.5878633,.5481687,.6461008,.5835066,.6046211,.5582452
20062927,1,2006,2927,.978343,.9535426,1.069737,1.039839,1.004567,.9768249
20062927,2,2008,3993,.978343,.9535426,1.069737,1.039839,1.004567,.9768249
20062927,3,2010,6827,.978343,.9535426,1.069737,1.039839,1.004567,.9768249
20062934,1,2006,2934,.9462302,.6888729,1.089821,.6946414,.9851909,.691693
20062934,2,2008,3998,.9462302,.6888729,1.089821,.6946414,.9851909,.691693
20062934,3,2010,6828,.9462302,.6888729,1.089821,.6946414,.9851909,.691693
20062936,1,2006,2936,1.22014,1.155052,1.223097,1.162142,1.225052,1.159181
20062936,2,2008,4000,1.22014,1.155052,1.223097,1.162142,1.225052,1.159181
20062936,3,2010,6829,1.22014,1.155052,1.223097,1.162142,1.225052,1.159181
20062939,1,2006,2939,.6037375,.5741627,.7046484,.6413972,.6306108,.5918841
20062939,2,2008,4002,.6037375,.5741627,.7046484,.6413972,.6306108,.5918841
20062939,3,2010,6830,.6037375,.5741627,.7046484,.6413972,.6306108,.5918841
20062940,1,2006,2940,1.014837,.976045,1.11027,1.039389,1.044073,.9950063
20062940,2,2008,4003,1.014837,.976045,1.11027,1.039389,1.044073,.9950063
20062940,3,2010,6831,1.014837,.976045,1.11027,1.039389,1.044073,.9950063
20062941,1,2006,2941,1.021906,.9468455,1.027854,.9503144,1.026868,.9495831
20062941,2,2008,4004,1.021906,.9468455,1.027854,.9503144,1.026868,.9495831
20062941,3,2010,6832,1.021906,.9468455,1.027854,.9503144,1.026868,.9495831
20062953,1,2006,2953,4.500205,4.410146,4.975467,4.736918,4.628867,4.49869
20062953,2,2008,4005,4.500205,4.410146,4.975467,4.736918,4.628867,4.49869
20062953,3,2010,6833,4.500205,4.410146,4.975467,4.736918,4.628867,4.49869
20062955,1,2006,2955,1.666127,1.624314,1.736039,1.707463,1.689691,1.64866
20062955,2,2008,4006,1.666127,1.624314,1.736039,1.707463,1.689691,1.64866
20062955,3,2010,6834,1.666127,1.624314,1.736039,1.707463,1.689691,1.64866
20062956,1,2006,2956,8.434598,8.004693,8.96726,8.475274,8.599656,8.14238
20062956,2,2008,4007,8.434598,8.004693,8.96726,8.475274,8.599656,8.14238
20062956,3,2010,6835,8.434598,8.004693,8.96726,8.475274,8.599656,8.14238
20062958,1,2006,2958,1.044395,1.012256,1.072411,1.050727,1.05528,1.024125
20062958,2,2008,4008,1.044395,1.012256,1.072411,1.050727,1.05528,1.024125
20062958,3,2010,6836,1.044395,1.012256,1.072411,1.050727,1.05528,1.024125
20062961,1,2006,2961,.9762496,.8002328,1.203214,.869458,1.036598,.8199708
20062961,2,2008,4010,.9762496,.8002328,1.203214,.869458,1.036598,.8199708
20062961,3,2010,6837,.9762496,.8002328,1.203214,.869458,1.036598,.8199708
20062967,1,2006,2967,1.896802,1.909508,2.49706,2.573771,2.021054,2.040185
20062967,2,2008,4013,1.896802,1.909508,2.49706,2.573771,2.021054,2.040185
20062967,3,2010,6838,1.896802,1.909508,2.49706,2.573771,2.021054,2.040185
20062971,1,2006,2971,.9631189,.9624544,1.016173,1.021294,.9796,.9788824
20062971,2,2008,4015,.9631189,.9624544,1.016173,1.021294,.9796,.9788824
20062971,3,2010,6839,.9631189,.9624544,1.016173,1.021294,.9796,.9788824
20062973,1,2006,2973,1.946842,1.94457,2.274049,2.247199,2.031255,2.021041
20062973,2,2008,4016,1.946842,1.94457,2.274049,2.247199,2.031255,2.021041
20062973,3,2010,6840,1.946842,1.94457,2.274049,2.247199,2.031255,2.021041
20062985,1,2006,2985,.9687771,.8559066,.8397238,.7552987,.9403322,.8337804
20062985,2,2008,4018,.9687771,.8559066,.8397238,.7552987,.9403322,.8337804
20062985,3,2010,6841,.9687771,.8559066,.8397238,.7552987,.9403322,.8337804
20062987,1,2006,2987,.5068349,.4932331,.6188688,.5663545,.5336173,.5113021
20062987,2,2008,4019,.5068349,.4932331,.6188688,.5663545,.5336173,.5113021
20062987,3,2010,6842,.5068349,.4932331,.6188688,.5663545,.5336173,.5113021
20062990,1,2006,2990,.9031605,.8950871,.9253282,.9220411,.9120818,.9038549
20062990,2,2008,4020,.9031605,.8950871,.9253282,.9220411,.9120818,.9038549
20062990,3,2010,6843,.9031605,.8950871,.9253282,.9220411,.9120818,.9038549
20062991,1,2006,2991,1.000047,1.001969,1.084139,1.096588,1.024189,1.02749
20062991,2,2008,4021,1.000047,1.001969,1.084139,1.096588,1.024189,1.02749
20062991,3,2010,6844,1.000047,1.001969,1.084139,1.096588,1.024189,1.02749
20063004,1,2006,3004,1.84929,1.832426,2.080568,2.133825,1.909014,1.904161
20063004,2,2008,4022,1.84929,1.832426,2.080568,2.133825,1.909014,1.904161
20063004,3,2010,6845,1.84929,1.832426,2.080568,2.133825,1.909014,1.904161
20063009,1,2006,3009,1.07001,1.013614,1.225588,1.090829,1.109114,1.034192
20063009,2,2008,4024,1.07001,1.013614,1.225588,1.090829,1.109114,1.034192
20063009,3,2010,6846,1.07001,1.013614,1.225588,1.090829,1.109114,1.034192
20063010,1,2006,3010,2.523072,2.508284,2.530212,2.430145,2.536175,2.498855
20063010,2,2008,4025,2.523072,2.508284,2.530212,2.430145,2.536175,2.498855
20063010,3,2010,6847,2.523072,2.508284,2.530212,2.430145,2.536175,2.498855
20063012,1,2006,3012,1.119911,1.086405,1.183142,1.169271,1.140004,1.10983
20063012,2,2008,4026,1.119911,1.086405,1.183142,1.169271,1.140004,1.10983
20063012,3,2010,6848,1.119911,1.086405,1.183142,1.169271,1.140004,1.10983
20063013,1,2006,3013,2.28514,2.250609,2.594308,2.49917,2.365319,2.314194
20063013,2,2008,4027,2.28514,2.250609,2.594308,2.49917,2.365319,2.314194
20063013,3,2010,6849,2.28514,2.250609,2.594308,2.49917,2.365319,2.314194
20063014,1,2006,3014,.653326,.5921991,.6639245,.5935585,.6585371,.5941946
20063014,2,2008,4028,.653326,.5921991,.6639245,.5935585,.6585371,.5941946
